Gene_ID,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000049768.10,FOXP3,22.65647263,18.29267509,24.43761448,-0.49488204,0.2161838972,-2.28917161,0.02206938342,0.08848861844
ENSG00000173041.7,ZNF680,807.6134601,918.0336479,762.5439957,0.3130425117,0.1367491294,2.289173709,0.0220692615,0.08848861844
ENSG00000269935.1,RP11-482M8.3,217.4854972,288.2713991,188.5932923,0.4294102946,0.1876198411,2.288725394,0.02209531264,0.08857993805
ENSG00000186628.8,FSD2,173.6339978,194.1536393,165.2586339,0.322119206,0.1407488838,2.288609311,0.02210206245,0.08859091892
ENSG00000187944.2,C2orf66,14.55125953,19.37837229,12.58100942,0.5898688151,0.2577505475,2.288525944,0.02210691102,0.08859091892
ENSG00000257743.4,RP11-1220K2.2,4.596976381,6.739375281,3.72252785,0.9390624986,0.410336949,2.288515575,0.02210751418,0.08859091892
ENSG00000262503.1,RP11-530N7.2,7.096696493,4.55967612,8.132215013,-0.6970784025,0.3046985503,-2.287764093,0.02215126295,0.08875356956
ENSG00000109182.7,CWH43,1.594397495,2.774996064,1.112520528,0.9969862933,0.4358303003,2.287556172,0.02216338072,0.08878945574
ENSG00000117151.7,CTBS,274.8867386,314.6033885,258.6758611,0.371405005,0.1623881381,2.287143688,0.02218743759,0.0888478129
ENSG00000134644.11,PUM1,3642.705157,3907.490318,3534.629582,0.1552020236,0.06785790791,2.287161929,0.02218637327,0.0888478129
ENSG00000164040.11,PGRMC2,1966.923621,2229.242393,1859.854735,0.1874901039,0.08197511674,2.287158731,0.02218655988,0.0888478129
ENSG00000124702.13,KLHDC3,8993.310755,8420.080058,9227.282468,-0.2753958477,0.1204165528,-2.287026503,0.02219427622,0.08886252832
ENSG00000171853.11,TRAPPC12,1493.665369,1348.758555,1552.811007,-0.1839564637,0.08043685196,-2.286967468,0.02219772201,0.08886365709
ENSG00000132109.8,TRIM21,113.2487733,126.6434886,107.7815426,0.3788036264,0.1656517561,2.286746819,0.02221060519,0.08890256062
ENSG00000070444.9,MNT,1043.229707,942.6755205,1084.272233,-0.2400069996,0.1049656399,-2.28652919,0.02222331844,0.08892605499
ENSG00000155592.11,ZKSCAN2,310.9231987,277.8139943,324.4371597,-0.2049169851,0.08961782956,-2.286564918,0.02222123091,0.08892605499
ENSG00000188394.6,GPR21,44.41497641,35.28387787,48.14195541,-0.5358952155,0.2343752554,-2.286483761,0.02222597309,0.08892605499
ENSG00000065057.2,NTHL1,461.6248144,429.2345544,474.8453286,-0.3159778651,0.1382039534,-2.286315676,0.02223579743,0.08895269086
ENSG00000115310.13,RTN4,31471.85476,29796.99126,32155.47252,-0.2613136633,0.1143043167,-2.28612244,0.02224709654,0.088961419
ENSG00000146122.12,DAAM2,5050.690269,3322.336236,5756.140895,-0.5847243763,0.2557719782,-2.286115862,0.02224748129,0.088961419
ENSG00000146963.12,C7orf55-LUC7L2,1974.865856,1812.769701,2041.027551,-0.1966780834,0.08602853916,-2.286195783,0.02224280739,0.088961419
ENSG00000221104.1,AC092865.1,2.025545901,0.6936191544,2.569189471,-0.9997122623,0.437342958,-2.285877122,0.0222614482,0.08900459724
ENSG00000128283.6,CDC42EP1,1526.781924,989.3294224,1746.150291,-0.6446268799,0.2820409805,-2.285578779,0.02227891281,0.08906174554
ENSG00000090006.13,LTBP4,1129.310486,994.9079966,1184.168645,-0.3570763518,0.1562393595,-2.285444288,0.02228678962,0.0890772937
ENSG00000188629.7,ZNF177,2.800911459,1.338153,3.397955728,-0.9226587378,0.4037179889,-2.285404077,0.02228914516,0.0890772937
ENSG00000104643.5,MTMR9,2022.944021,1886.895389,2078.474074,-0.2261016233,0.09894886281,-2.285035087,0.02231077048,0.08914023679
ENSG00000127588.4,GNG13,219.5355336,173.9058988,238.1598744,-0.612693751,0.2681341361,-2.285027038,0.02231124238,0.08914023679
ENSG00000158445.6,KCNB1,1417.688479,1161.916428,1522.085235,-0.5080725413,0.2223864082,-2.28463846,0.02233403581,0.0892059249
ENSG00000196408.7,NOXO1,0.84754897,0.2974469931,1.072080389,-1.097084077,0.4801904572,-2.284685297,0.02233128735,0.0892059249
ENSG00000189410.7,SH2D5,1958.479204,1618.87093,2097.094825,-0.4691896688,0.2053737505,-2.284564934,0.02233835104,0.0892104743
ENSG00000226942.2,IL9RP3,3.447507288,1.784559076,4.12626166,-0.9145630255,0.4004045111,-2.284097707,0.02236578935,0.08930735362
ENSG00000229525.1,AC053503.4,7.556458369,8.773650429,7.059645284,0.5900892526,0.258381696,2.283788912,0.0223839396,0.08936712319
ENSG00000041515.11,MYO16,297.7842491,260.6267732,312.9505659,-0.3780169184,0.1655314574,-2.283656075,0.02239175144,0.08938560583
ENSG00000104884.10,ERCC2,903.9302664,827.4382005,935.1515177,-0.213570047,0.09352733273,-2.283504092,0.02240069207,0.08940858865
ENSG00000174599.4,TRAM1L1,270.9066721,230.043096,287.5856828,-0.3587105946,0.1571048551,-2.283255947,0.02241529633,0.08944145872
ENSG00000215866.3,RP11-426L16.8,17.26817705,23.29953998,14.80639626,0.4759115015,0.2084316067,2.283298148,0.02241281206,0.08944145872
ENSG00000148704.8,VAX1,73.51300042,55.51710182,80.85826516,-0.5242219937,0.2296166596,-2.283031182,0.02242853165,0.08946884937
ENSG00000157064.6,NMNAT2,6710.841122,5507.038039,7202.189319,-0.4512427113,0.1976460354,-2.283085063,0.02242535824,0.08946884937
ENSG00000005206.11,SPPL2B,2226.017992,1837.203059,2384.717964,-0.2711692555,0.1188049863,-2.28247369,0.02246138908,0.08958719613
ENSG00000170027.5,YWHAG,33050.0609,28874.32429,34754.44319,-0.3284415654,0.1439147307,-2.282195602,0.02247779467,0.08962160224
ENSG00000171497.4,PPID,1385.965275,1537.112435,1324.272556,0.2161498158,0.09470830039,2.282268976,0.02247346497,0.08962160224
ENSG00000226084.4,RP4-706A16.3,5.402046275,8.774510792,4.025530145,0.7543859704,0.3305571243,2.282165214,0.02247958799,0.08962160224
ENSG00000066382.11,MPPED2,604.2751605,547.6371669,627.3927089,-0.3268537115,0.143232599,-2.281978501,0.0224906096,0.08962393066
ENSG00000075945.8,KIFAP3,5026.659947,4582.311664,5208.026593,-0.2803504785,0.1228507616,-2.282041029,0.02248691802,0.08962393066
ENSG00000267319.1,CTD-2528L19.3,14.53956198,17.20034374,13.4535286,0.5011713402,0.2196210725,2.281982027,0.0224904014,0.08962393066
ENSG00000270638.1,RP3-466P17.1,20.40981122,14.47547528,22.83198916,-0.5807086008,0.2544803233,-2.281939104,0.02249293578,0.08962393066
ENSG00000188305.4,C19orf35,12.75707927,17.69392557,10.74203996,0.6460490867,0.2831429065,2.281706771,0.02250665809,0.08966588734
ENSG00000169379.11,ARL13B,265.4425326,283.4537141,258.0910299,0.2972577076,0.1302835042,2.281621986,0.02251166755,0.0896731253
ENSG00000134202.6,GSTM3,3347.773702,3993.516905,3084.205048,0.3924429714,0.1720129629,2.281473237,0.02252045861,0.0896954227
ENSG00000226038.4,PPIAP21,23.99385872,19.2820559,25.91704355,-0.5449566285,0.2388789462,-2.281308743,0.02253018371,0.08972143343
ENSG00000182601.6,HS3ST4,1146.653588,933.8078965,1233.52938,-0.444128371,0.194707933,-2.280997822,0.02254857578,0.08975639505
ENSG00000214043.3,RP5-944M2.3,47.42180576,32.7641487,53.40452293,-0.6088638973,0.2669228692,-2.281048076,0.02254560217,0.08975639505
ENSG00000224057.1,EGFR-AS1,2.270098001,3.817203757,1.638626264,0.9280941853,0.4068714722,2.281050034,0.02254548636,0.08975639505
ENSG00000261597.1,RP11-353B9.1,661.0456123,725.8778911,634.5834578,0.1941438184,0.08511554714,2.280944257,0.02255174564,0.08975639505
ENSG00000131748.11,STARD3,1667.06777,1735.437312,1639.161834,0.2454365762,0.1076187422,2.280611825,0.02257142692,0.08981062954
ENSG00000228162.1,AC097713.3,1.795553534,0.6439429346,2.265598677,-1.104606183,0.4843476456,-2.280606075,0.02257176751,0.08981062954
ENSG00000141456.10,PELP1,2376.178414,2092.332525,2492.033879,-0.2525422602,0.1107566002,-2.280155402,0.02259847336,0.08990415317
ENSG00000079739.11,PGM1,1558.709466,1704.268502,1499.297614,0.2422595789,0.1062496114,2.280098493,0.02260184759,0.08990484255
ENSG00000248309.1,MEF2C-AS1,128.5319615,143.644745,122.3634785,0.2391096664,0.1049036897,2.279325609,0.02264771682,0.09007454294
ENSG00000247796.2,CTD-2366F13.1,141.909429,130.9629662,146.377373,-0.2944733887,0.1292084696,-2.279056393,0.02266371324,0.09012540193
ENSG00000239043.1,SNORD127,1.737895881,2.825421516,1.294007867,0.9469081781,0.4154924529,2.279002113,0.0226669397,0.09012547215
ENSG00000162073.9,PAQR4,1263.278655,976.3717699,1380.383506,-0.4113986045,0.180526351,-2.278883953,0.02267396456,0.09014064298
ENSG00000189143.8,CLDN4,40.55523366,34.64651184,42.96695685,-0.3865349591,0.1696589862,-2.278305252,0.022708397,0.09026475325
ENSG00000150455.9,TIRAP,128.9120532,105.7240623,138.3765392,-0.3166444428,0.1389940249,-2.278115502,0.02271969689,0.09028411525
ENSG00000251117.1,NA,1.192308254,0.5950160744,1.43610098,-1.065100907,0.4675268189,-2.27816002,0.02271704533,0.09028411525
ENSG00000010282.10,HHATL,3098.858547,2009.516171,3543.488088,-0.5209313314,0.2286888921,-2.277903953,0.0227323007,0.09032142167
ENSG00000086504.11,MRPL28,1948.405688,1858.856128,1984.95653,-0.2749069491,0.1207045137,-2.277520042,0.02275518921,0.09039957558
ENSG00000196787.2,HIST1H2AG,8.145025647,12.29266375,6.452112137,0.7784351408,0.3418220509,2.277311071,0.02276765631,0.09042352413
ENSG00000245729.1,RP11-480D4.1,3.188594492,1.68577996,3.801988179,-1.000657775,0.4393952663,-2.277352196,0.02276520233,0.09042352413
ENSG00000168758.6,SEMA4C,1879.039089,1459.305623,2050.35887,-0.3491152732,0.1533275171,-2.276925106,0.02279069834,0.09048086089
ENSG00000213930.7,GALT,806.2593833,725.6668297,839.1543032,-0.2017523696,0.0886040384,-2.277010994,0.0227855691,0.09048086089
ENSG00000231595.1,AC005224.2,31.58928503,36.6771732,29.51259599,0.4049317314,0.1778428652,2.276907375,0.02279175742,0.09048086089
ENSG00000250723.1,RP11-79E3.2,8.748336245,13.62739492,6.756883726,0.7974493173,0.3502588939,2.276742521,0.02280160572,0.09050716503
ENSG00000091138.8,SLC26A3,8.934738679,11.30037148,7.96917427,0.5804116042,0.2550057127,2.276072948,0.0228416439,0.09065327854
ENSG00000226101.1,AC007461.2,4.596893776,6.195362953,3.944457378,0.8746341752,0.3843177292,2.275810114,0.02285737711,0.0907029035
ENSG00000137860.7,SLC28A2,9.868375098,5.997497471,11.44832515,-0.7967744315,0.3501361568,-2.275613118,0.02286917549,0.09073690238
ENSG00000243176.1,RP11-550I24.2,16.96331416,13.97676646,18.18231322,-0.4867433274,0.213972967,-2.274788887,0.02291859719,0.09092014679
ENSG00000122694.11,GLIPR2,427.5118752,306.0430016,477.0910073,-0.4840843938,0.2128111252,-2.274713755,0.02292310679,0.09092519424
ENSG00000179008.4,C14orf39,3.217641332,5.352100898,2.346433346,0.8807109014,0.3872057714,2.274529376,0.02293417696,0.09095111223
ENSG00000205565.6,RP11-497H16.6,5.976421258,6.394462904,5.805792015,0.8926547848,0.3924624913,2.274497065,0.02293611735,0.09095111223
ENSG00000250365.2,CTD-2213F21.2,20.38402029,23.14736594,19.2561241,0.4194558017,0.1844498074,2.274091838,0.02296046533,0.0910348094
ENSG00000066926.6,FECH,812.2829109,724.4268282,848.1425365,-0.2515190844,0.1106115646,-2.273895006,0.02297230003,0.09105277642
ENSG00000111261.9,MANSC1,706.3230755,676.4525976,718.5151072,-0.1511128041,0.06645483744,-2.273917294,0.02297095971,0.09105277642
ENSG00000233928.1,RP11-305F18.1,8.33179301,6.344271168,9.143026415,-0.7126491194,0.3134101357,-2.27385473,0.02297472234,0.09105277642
ENSG00000142609.13,C1orf222,283.887795,222.6614546,308.878138,-0.4144252452,0.1822965232,-2.273357922,0.02300461969,0.09111983546
ENSG00000171448.8,ZBTB26,409.5745485,452.8071851,391.9285744,0.3036629576,0.1335716065,2.273409489,0.02300151486,0.09111983546
ENSG00000176928.4,GCNT4,118.696344,75.28182208,136.416557,-0.6929791491,0.3048096288,-2.273481818,0.02299716058,0.09111983546
ENSG00000266598.1,RP11-583F2.5,0.9481980079,1.586310392,0.6877439737,1.076017335,0.4732995746,2.273438204,0.02299978609,0.09111983546
ENSG00000003137.4,CYP26B1,778.2351683,631.4691834,838.1396519,-0.4621149173,0.2033006083,-2.273062148,0.02302243508,0.09117754287
ENSG00000233461.1,RP11-295G20.2,19.47941512,25.22920082,17.13256381,0.5268211153,0.231841173,2.272336309,0.02306620536,0.09133801072
ENSG00000104888.5,SLC17A7,23765.25963,19003.28622,25708.92225,-0.5275024234,0.2321529117,-2.272219717,0.02307324296,0.09134246568
ENSG00000264505.1,MIR4534,11.23250648,5.899242605,13.40934887,-0.9047710287,0.3981898954,-2.272209916,0.02307383466,0.09134246568
ENSG00000197063.6,MAFG,1964.127243,1790.673813,2034.924561,-0.2522701442,0.1110294323,-2.272101541,0.02308037806,0.09135549304
ENSG00000130413.11,STK33,203.0727918,227.1183978,193.2582588,0.4176991648,0.1838525113,2.271925262,0.02309102482,0.09138475613
ENSG00000005436.9,GCFC2,614.628519,659.3321992,596.3821189,0.2164380211,0.09527198433,2.271790838,0.02309914652,0.09139114358
ENSG00000182636.4,NDN,1795.382499,1704.04229,1832.664216,-0.2794337176,0.1229998423,-2.271821755,0.0230972783,0.09139114358
ENSG00000179950.9,PUF60,3218.594469,2983.70406,3314.468106,-0.2090525376,0.09203312554,-2.271492317,0.02311719155,0.09144965619
ENSG00000143669.9,LYST,1440.836022,1618.684287,1368.244893,0.2672265812,0.1176499371,2.27137037,0.02312456653,0.0914659485
ENSG00000255136.2,CTD-2562J17.4,53.66025566,44.71194652,57.31262674,-0.4304309801,0.1895353446,-2.270980017,0.02314818768,0.09154648654
ENSG00000114854.3,TNNC1,14.59534976,23.247281,11.06394925,0.6852720773,0.3017987812,2.270625728,0.02316964463,0.09161844416
ENSG00000132382.10,MYBBP1A,2027.944384,1837.881706,2105.520987,-0.2377851241,0.104737958,-2.270286041,0.02319023347,0.09166642733
ENSG00000197483.8,ZNF628,133.7800465,117.4850117,140.4310811,-0.3281714239,0.1445520982,-2.270263995,0.02319157021,0.09166642733
ENSG00000265511.1,RP11-524F11.1,27.82578989,22.10661695,30.16014619,-0.421995408,0.1858794298,-2.270264163,0.02319156006,0.09166642733
ENSG00000133958.9,UNC79,1668.080214,1406.702425,1774.765025,-0.2775478487,0.1222683039,-2.269990175,0.02320817915,0.0917191681
ENSG00000182054.5,IDH2,2553.345582,2236.641165,2682.61269,-0.2639618043,0.116288574,-2.269885985,0.02321450167,0.09173124767
ENSG00000197332.7,ZNF833P,20.03733217,14.82134458,22.1663067,-0.518113488,0.2282969617,-2.269471675,0.02323965785,0.09181773385
ENSG00000270673.1,YTHDF3-AS1,18.35884862,17.05325175,18.8917453,-0.4662814451,0.2054797501,-2.269233075,0.02325415594,0.09186209251
ENSG00000107201.5,DDX58,308.3526128,335.8992128,297.1091025,0.2274397327,0.1002312036,2.269150968,0.02325914682,0.09186446852
ENSG00000177238.9,TRIM72,15.58197815,11.00492276,17.45016402,-0.7476153364,0.3294748481,-2.269112015,0.02326151491,0.09186446852
ENSG00000235740.1,RP11-436I24.1,2.428005195,3.469855973,2.00275998,0.9688066772,0.4269635531,2.269061774,0.02326456954,0.09186446852
ENSG00000185522.4,C11orf35,27.00015789,31.67206639,25.09325646,0.5856826883,0.2581250356,2.26898831,0.02326903675,0.09186919245
ENSG00000180209.7,MYLPF,3.908169581,5.155957219,3.398868504,0.7726192339,0.3405371076,2.268825384,0.02327894668,0.0918954006
ENSG00000235568.2,NFAM1,53.54061946,58.39157074,51.56063934,0.510575528,0.2250458091,2.268762658,0.02328276292,0.09189754949
ENSG00000207631.1,MIR641,2.628829471,0.9910917502,3.297293847,-0.9656750603,0.4256512357,-2.268700239,0.02328656105,0.09189962628
ENSG00000101327.4,PDYN,189.9449886,243.8173767,167.9562587,0.6123506871,0.2699232945,2.268610007,0.0232920525,0.09190508195
ENSG00000255305.1,RP11-529A4.7,2.384984913,1.139757175,2.893241132,-0.9677166273,0.4265756084,-2.268569998,0.02329448778,0.09190508195
ENSG00000110887.3,DAO,19.24984246,10.01451164,23.01936524,-0.8653329435,0.3814758463,-2.268382001,0.02330593383,0.09192441561
ENSG00000183638.5,RP1L1,2.658080382,1.33831537,3.196759979,-0.960056517,0.4232324233,-2.268390757,0.02330540065,0.09192441561
ENSG00000057935.9,MTA3,2734.963458,2559.158426,2806.720614,-0.2458574147,0.108401301,-2.26803011,0.02332737151,0.09199605219
ENSG00000115306.11,SPTBN1,26050.67848,23452.44504,27111.18193,-0.2336216086,0.1030291051,-2.267530214,0.02335785536,0.09209041037
ENSG00000171794.3,UTF1,0.8765422181,0.1982869326,1.15338111,-1.125597021,0.4963877077,-2.26757634,0.02335504113,0.09209041037
ENSG00000198626.10,RYR2,3074.557909,2656.111653,3245.352299,-0.3379191546,0.149030176,-2.267454576,0.02336247077,0.09209567951
ENSG00000125449.2,ARMC7,327.206648,309.8474683,334.2920275,-0.2413403588,0.1064473901,-2.267226641,0.02337638416,0.09213759498
ENSG00000232490.2,OSBPL10-AS1,2.514349067,1.635615207,2.873015949,-0.8975944691,0.3959271527,-2.267069745,0.02338596544,0.09214949654
ENSG00000261840.1,RP11-146F11.1,60.01799412,70.18984666,55.86621757,0.3881794429,0.1712232438,2.267095485,0.02338439336,0.09214949654
ENSG00000015413.5,DPEP1,2.428388928,4.114959623,1.739992726,0.9308355783,0.4106661866,2.266647727,0.02341175405,0.0922259384
ENSG00000135900.3,MRPL44,708.2286478,801.4746232,670.169066,0.1678524828,0.07405327992,2.266644812,0.02341193224,0.0922259384
ENSG00000204323.5,SMIM5,136.1954471,82.42542618,158.1423944,-0.6446917537,0.2844346527,-2.266572471,0.02341635536,0.09223042672
ENSG00000133131.10,MORC4,213.1532743,235.3277817,204.102455,0.3421395862,0.1509602882,2.266421125,0.02342561136,0.09224101309
ENSG00000261916.1,RP11-235E17.4,3.347376556,1.933282159,3.924557942,-0.8178413126,0.3608451006,-2.266460903,0.02342317834,0.09224101309
ENSG00000234281.1,AC007970.1,86.49913052,72.2717527,92.30622351,-0.4790404001,0.2113736558,-2.266320267,0.0234317814,0.09225237511
ENSG00000264769.1,RP11-498C9.12,8.001520212,4.212803221,9.547935311,-0.794960878,0.3507914235,-2.266192457,0.02343960226,0.09227023248
ENSG00000162614.13,NEXN,99.83375012,136.2092903,84.98659085,0.5320242842,0.2347993939,2.265867366,0.02345950521,0.09233563941
ENSG00000237390.1,RP11-139I14.2,2.225755724,0.7929052878,2.810592637,-1.021586025,0.4508779433,-2.265770681,0.02346542736,0.09234600788
ENSG00000077585.9,GPR137B,908.3473977,986.9921827,876.2474854,0.2829948259,0.1249047616,2.265684849,0.02347068584,0.09235376201
ENSG00000259501.1,RP11-467N20.1,0.8330918397,0.297435845,1.05172694,-1.117361982,0.4931884495,-2.265588303,0.02347660195,0.09236410126
ENSG00000248278.1,RP11-463M16.4,8.864242218,5.948960453,10.05415314,-0.6818523312,0.3009946858,-2.265330132,0.02349242832,0.09241342216
ENSG00000124215.12,CDH26,100.0464358,106.9117137,97.24428151,0.4236164206,0.1870105258,2.26520095,0.02350035088,0.09243164196
ENSG00000220749.3,RPL21P28,73.66105491,108.7161114,59.35286857,0.572148851,0.2525969682,2.265066185,0.02350861835,0.09243827015
ENSG00000223899.1,SEC13P1,2.297859277,0.6938754084,2.952546571,-1.053032295,0.4648945985,-2.265099012,0.02350660428,0.09243827015
ENSG00000266677.1,RP11-258F1.1,19.96846517,12.58924457,22.98039195,-0.5679289849,0.2507515866,-2.264906845,0.02351839665,0.09246377473
ENSG00000095739.7,BAMBI,387.1245085,514.6899306,335.0569893,0.4687757104,0.2070000379,2.264616544,0.02353622082,0.0925209005
ENSG00000115514.7,TXNDC9,576.4810466,542.541817,590.3337934,-0.2532197263,0.1118257751,-2.264412888,0.02354873205,0.09255233117
ENSG00000187775.11,DNAH17,456.8326778,293.3271153,523.569642,-0.5657292336,0.2498385661,-2.264379124,0.02355080681,0.09255233117
ENSG00000186834.2,HEXIM1,1872.893739,2128.177671,1768.696216,0.2311382825,0.1020831438,2.264215952,0.02356083594,0.09257879113
ENSG00000233018.1,RP4-597N16.1,2.95908031,3.618002375,2.690132529,0.8660558464,0.3825216995,2.264069849,0.02356981907,0.09260113418
ENSG00000267244.1,CTB-31O20.4,64.38113954,39.89629518,74.37495357,-0.476719837,0.2105760031,-2.263884915,0.02358119397,0.09263286644
ENSG00000229808.1,RP11-456P18.2,6.665325683,10.06233777,5.278790136,0.7225252339,0.3191763284,2.263718107,0.02359145809,0.09266022702
ENSG00000213888.2,AC005003.1,100.2939681,81.67844075,107.8921425,-0.4772188372,0.2108233739,-2.263595484,0.02359900585,0.09267691237
ENSG00000138623.5,SEMA7A,1876.8,1582.671992,1996.852249,-0.32772673,0.1447885267,-2.263485494,0.02360577779,0.09269054675
ENSG00000103855.13,CD276,604.0928971,525.4637705,636.1864182,-0.2390533314,0.1056177509,-2.263382143,0.02361214254,0.09270257865
ENSG00000240820.2,RN7SL695P,5.373485373,3.965627156,5.948121379,-0.7012721998,0.3098582002,-2.263203618,0.0236231403,0.09273279409
ENSG00000030110.8,BAK1,279.3400218,250.7119865,291.0249342,-0.1946271493,0.08599981696,-2.263111204,0.02362883504,0.09274218696
ENSG00000014257.11,ACPP,9.20837725,11.94644247,8.09079961,0.901041079,0.3982149073,2.262700523,0.02365415656,0.0928026673
ENSG00000234617.1,SNRK-AS1,6.016565271,3.369261478,7.097097431,-0.8728244177,0.3857420983,-2.262714963,0.02365326586,0.0928026673
ENSG00000235051.2,RP11-637O19.2,6.982454606,5.502025851,7.586711241,-0.6800134579,0.3005226469,-2.262769428,0.02364990641,0.0928026673
ENSG00000130635.11,COL5A1,435.4808055,561.6568903,383.9803627,0.4611741831,0.2038459395,2.262366296,0.02367478151,0.09285764393
ENSG00000185033.10,SEMA4B,1377.397724,1364.564371,1382.635828,0.3084563714,0.136339991,2.262405689,0.02367234974,0.09285764393
ENSG00000105737.5,GRIK5,1697.667065,1453.998148,1797.123766,-0.3380960612,0.1494773671,-2.261854539,0.02370639194,0.09296864429
ENSG00000165055.10,METTL2B,1072.718914,1010.43368,1098.141458,-0.1617104459,0.07150459046,-2.261539362,0.0237258781,0.09303207289
ENSG00000175505.9,CLCF1,36.59371365,40.8914351,34.83954163,0.4733650532,0.2093201886,2.261440028,0.02373202244,0.09304317619
ENSG00000137970.7,RP11-122C9.1,45.05298047,61.27387889,38.43220561,0.4592117221,0.203091262,2.26111019,0.02375243453,0.09311020637
ENSG00000063127.11,SLC6A16,48.11584533,55.31659516,45.17676376,0.4514777213,0.1996904407,2.260888001,0.02376619332,0.09311740909
ENSG00000161558.6,TMEM143,289.4171092,263.6486006,299.9348678,-0.2356620592,0.1042287296,-2.261008651,0.02375872139,0.09311740909
ENSG00000182866.12,LCK,4.396523481,7.880866588,2.974342621,0.9183594371,0.4061980175,2.260866369,0.02376753323,0.09311740909
ENSG00000248801.3,RP11-664D7.4,43.69657206,66.6163021,34.34158021,0.6567909487,0.29049515,2.260936022,0.02376321912,0.09311740909
ENSG00000072832.10,CRMP1,4958.061017,4503.522438,5143.586967,-0.2903867053,0.1284769813,-2.260223601,0.0238073768,0.09323607078
ENSG00000089041.12,P2RX7,1036.347943,1162.849983,984.7144577,0.5957110021,0.2635685842,2.260174534,0.02381042069,0.09323607078
ENSG00000170049.5,KCNAB3,665.7817741,548.9677425,713.4609707,-0.417693159,0.1848109785,-2.2601101,0.02381441848,0.09323607078
ENSG00000175857.4,GAPT,12.81391393,17.0527577,11.08377362,0.7416422856,0.3281426946,2.260121276,0.02381372501,0.09323607078
ENSG00000271064.1,RP11-792A8.3,2.312576685,1.189137304,2.771123372,-0.9667033339,0.4277079208,-2.26019507,0.02380914672,0.09323607078
ENSG00000069482.6,GAL,31.01729963,46.39697298,24.73988194,0.6181030736,0.273495256,2.260013876,0.02382038963,0.09324645067
ENSG00000097021.14,ACOT7,4275.263149,3817.106927,4462.265689,-0.3322077322,0.1469978496,-2.259949606,0.02382437867,0.09324906963
ENSG00000008516.12,MMP25,36.00149934,43.12152567,33.09536614,0.4635424504,0.205121091,2.259847821,0.02383069728,0.09326080458
ENSG00000013375.10,PGM3,972.6864423,1021.422763,952.7940663,0.1931971756,0.08551731497,2.259158577,0.02387352247,0.09341538389
ENSG00000137404.10,NRM,87.65184505,100.6759314,82.33589144,0.4016638758,0.1778102291,2.258946956,0.02388668465,0.09345386706
ENSG00000213809.4,KLRK1,9.120656497,11.84408569,8.009052746,0.6668260239,0.2952373336,2.258610101,0.02390764892,0.09352286005
ENSG00000197083.7,ZNF300P1,91.34650022,54.02151308,106.5811889,-0.6799647721,0.3010911811,-2.258335065,0.02392477775,0.09357683228
ENSG00000253917.2,AC226119.5,3.69207817,3.222506037,3.883740264,-0.74258087,0.3288325698,-2.258233941,0.02393107827,0.0935884427
ENSG00000107282.5,APBA1,4223.505037,3662.904903,4452.321419,-0.2971893999,0.1316293745,-2.257774156,0.02395974327,0.09367445843
ENSG00000137574.6,TGS1,353.1807973,384.3913136,340.4418111,0.187823944,0.08318861458,2.257808294,0.02395761389,0.09367445843
ENSG00000115875.14,SRSF7,3123.879266,3394.560767,3013.39702,0.1715078312,0.07596971674,2.257581554,0.02397175971,0.09370562569
ENSG00000165240.13,ATP7A,179.3066022,201.2269937,170.3595037,0.3190584628,0.1413328164,2.25749738,0.02397701303,0.09370562569
ENSG00000182771.13,GRID1,1248.644236,1093.734883,1311.872543,-0.2469680277,0.109402174,-2.257432543,0.02398106019,0.09370562569
ENSG00000230850.3,RP11-782C8.1,5.128696029,7.931456428,3.984712192,0.7577572585,0.3356720017,2.25743361,0.02398099357,0.09370562569
ENSG00000140557.7,ST8SIA2,19.04717157,14.916869,20.73300935,-0.6570854526,0.2910984447,-2.257261983,0.0239917094,0.09373419697
ENSG00000226937.3,CEP164P1,8.346658288,10.01277822,7.666609336,0.6175451924,0.2735992683,2.257115658,0.02400084873,0.09375686209
ENSG00000118898.11,PPL,1041.423489,883.4598277,1105.898453,-0.4348874727,0.1926788543,-2.257058639,0.02400441091,0.09375773734
ENSG00000084110.6,HAL,2.671946493,4.212929708,2.042973752,0.883276631,0.3913796533,2.256828181,0.02401881312,0.09380094605
ENSG00000175898.4,CTD-2369P2.2,44.83588133,39.5564221,46.99076265,-0.3712458535,0.1645110211,-2.256662508,0.02402917123,0.09382835152
ENSG00000229672.2,RP11-184A2.3,14.59571651,11.54783518,15.8397497,-0.6423900668,0.284671661,-2.256599988,0.02403308115,0.09383057413
ENSG00000161914.5,ZNF653,380.6219904,344.7655726,395.257263,-0.3123122313,0.1384251953,-2.256180536,0.02405932702,0.09391998862
ENSG00000162757.3,C1orf74,61.2472191,54.36890146,64.05469568,-0.3770048196,0.1671157424,-2.255950363,0.02407373994,0.09396319255
ENSG00000260571.1,RP11-546B15.2,3.591901461,4.461349841,3.237024571,0.7823777741,0.3468148944,2.255894388,0.02407724606,0.09396381967
ENSG00000211899.3,IGHM,7.039551856,12.53927589,4.794766537,0.9991589419,0.4429423704,2.255731239,0.02408746794,0.09399065185
ENSG00000104059.4,FAM189A1,1146.301655,958.1154501,1223.11235,-0.400628852,0.1776277798,-2.255440295,0.02410570591,0.09401149292
ENSG00000146457.10,WTAP,1948.0835,2157.193839,1862.732341,0.1643903584,0.07288634529,2.255434234,0.02410608593,0.09401149292
