Gene_ID,symbol,baseMean,HD.mean,Control.mean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000250132.1,RP11-359B12.2,98.41448154,93.17655278,100.5524117,-0.2117886045,0.139515999,-1.518023782,0.1290084034,0.2908073056
ENSG00000229455.2,RPS10P18,0.8330077781,0.4460372764,0.9909549216,-0.7261278344,0.4784011805,-1.517821996,0.1290592786,0.2908752975
ENSG00000259542.1,RP11-522B15.4,1.163899196,1.933524876,0.8497662649,0.7163942185,0.4719789969,1.517851903,0.1290517373,0.2908752975
ENSG00000255362.1,RP11-619A14.3,5.746253683,4.06452339,6.43267421,-0.5169807624,0.3406777454,-1.517506704,0.1291388023,0.2910311754
ENSG00000067057.11,PFKP,7772.326156,8442.622251,7498.735913,0.2415778873,0.1592083266,1.517369679,0.1291733749,0.2910652528
ENSG00000203897.3,SPATA42,1.622942495,1.040918958,1.860503123,-0.6768422777,0.4460643573,-1.517364628,0.1291746493,0.2910652528
ENSG00000130021.9,HDHD1,288.9367449,303.7819248,282.8774878,0.1278624968,0.08426958974,1.517302946,0.1291902146,0.2910769741
ENSG00000270155.1,RP5-1172N10.3,224.2288703,270.738741,205.2452496,0.2395255429,0.1579069988,1.516877306,0.1292976643,0.2912957005
ENSG00000182676.4,PPP1R27,1.034075073,0.5452679466,1.233588186,-0.7133719107,0.4703198354,-1.516780406,0.1293221358,0.2913274645
ENSG00000106631.4,MYL7,30.58817572,25.33002885,32.73435812,-0.351744035,0.231917438,-1.516677823,0.1293480461,0.2913624647
ENSG00000255008.2,AP000442.4,1.910635837,1.636044372,2.022713986,-0.6548472115,0.4317943131,-1.516572108,0.1293747519,0.2913992508
ENSG00000236966.1,RP11-216M21.4,0.890934107,0.4959068053,1.05216974,-0.7323797727,0.4829484934,-1.516475944,0.1293990485,0.2914072382
ENSG00000255874.1,LINC00346,2.384969295,1.784339531,2.630124301,-0.6000661992,0.3956939495,-1.516490712,0.1293953172,0.2914072382
ENSG00000157601.9,MX1,1034.901774,939.1244079,1073.994576,-0.1982544359,0.1307634443,-1.516130422,0.1294863772,0.2915340395
ENSG00000227953.2,RP11-439E19.3,198.5643591,167.7521505,211.1407707,-0.2638473134,0.1740268447,-1.516129962,0.1294864935,0.2915340395
ENSG00000255408.2,PCDHA3,38.04708138,30.97702389,40.93281913,-0.4259824947,0.2809652451,-1.516139459,0.1294840926,0.2915340395
ENSG00000153107.7,ANAPC1,777.2060612,763.7408171,782.7020791,-0.1300144349,0.08576456726,-1.515945793,0.1295330599,0.2915687652
ENSG00000154134.10,ROBO3,1066.281987,1032.479098,1080.079085,0.2282676823,0.1505749438,1.515973883,0.1295259565,0.2915687652
ENSG00000255216.1,RP11-831A10.1,5.759980075,3.320944256,6.755504899,-0.6205349226,0.4093181255,-1.516021119,0.1295140124,0.2915687652
ENSG00000241158.2,ADAMTS9-AS1,19.2509087,27.11093102,16.04273632,0.5064068092,0.3340839388,1.515807108,0.1295681341,0.2916243436
ENSG00000227958.1,RP11-399H11.3,8.375499617,6.590741251,9.103972419,-0.5048572142,0.3330797687,-1.515724645,0.1295889932,0.2916479209
ENSG00000075624.9,ACTB,64519.9791,61785.99422,65635.89129,-0.1345672415,0.08878475993,-1.515656984,0.12960611,0.2916630727
ENSG00000046889.14,PREX2,1314.358194,1396.354663,1280.890248,0.2831457474,0.1869029413,1.514934679,0.129788947,0.291723924
ENSG00000084652.11,TXLNA,1505.780204,1518.939983,1500.408866,0.1398883344,0.09232576722,1.515160271,0.1297318216,0.291723924
ENSG00000121058.4,COIL,489.1261163,522.2161459,475.6199818,0.1149329936,0.07586190497,1.515029099,0.1297650351,0.291723924
ENSG00000124831.14,LRRFIP1,2348.583686,2559.650249,2262.434069,0.1762387838,0.1163077778,1.515279435,0.129701654,0.291723924
ENSG00000148400.9,NOTCH1,1420.237417,1391.935106,1431.78938,0.2636990555,0.1740508924,1.515068678,0.1297550128,0.291723924
ENSG00000179546.3,HTR1D,45.48261549,51.89729811,42.86437768,0.362218279,0.2390240455,1.51540519,0.1296698239,0.291723924
ENSG00000223485.1,RP11-417E7.1,2.269961061,3.667850239,1.69939405,0.6865102499,0.4530308291,1.515372036,0.129678215,0.291723924
ENSG00000226976.1,COX6A1P2,44.23730363,58.99719884,38.21285661,0.4554481138,0.3005698083,1.515282311,0.1297009259,0.291723924
ENSG00000231830.1,XX-FW83128A1.2,0.7327675284,1.140518712,0.5663384738,0.7275168675,0.4801370519,1.515227506,0.1297147998,0.291723924
ENSG00000232324.1,AC008440.10,3.160523139,2.429157683,3.459039651,-0.5766411946,0.3805869337,-1.515136605,0.1297378134,0.291723924
ENSG00000234026.1,RP11-310E22.4,2.097538824,1.536674345,2.326463101,-0.6204538031,0.409406681,-1.515495061,0.1296470801,0.291723924
ENSG00000236114.1,RP11-517P14.7,67.99428774,56.90210611,72.52170881,-0.2357890764,0.1556371126,-1.514992616,0.1297742742,0.291723924
ENSG00000241307.1,RP11-674E16.1,3.834896099,2.526782463,4.368820032,-0.5579264755,0.3681909683,-1.5153182,0.1296918413,0.291723924
ENSG00000241684.1,ADAMTS9-AS2,32.43830111,42.62786253,28.27929645,0.4027126033,0.2658268614,1.514943227,0.1297867821,0.291723924
ENSG00000261675.1,RP5-1119A7.17,934.7742072,855.0220479,967.326109,-0.2628117871,0.1734641906,-1.515078047,0.1297526405,0.291723924
ENSG00000093009.5,CDC45,13.7339635,17.49617697,12.19836616,0.4150166632,0.273969006,1.514830707,0.1298152819,0.2917597682
ENSG00000228350.1,RP11-148G20.1,9.553630555,7.435327173,10.41824418,-0.3297478797,0.2176933495,-1.514735661,0.1298393596,0.2917905339
ENSG00000123552.12,USP45,509.3477532,540.0002582,496.8365267,0.2135031868,0.1409594189,1.514642927,0.1298628551,0.2918199865
ENSG00000187474.4,FPR3,11.65033223,13.48399627,10.90189792,0.5863856077,0.3872242846,1.514330663,0.1299419953,0.2919744657
ENSG00000130669.13,PAK4,685.2480702,717.8357015,671.9469962,0.1720099303,0.1136000797,1.51417086,0.1299825103,0.2920295339
ENSG00000257391.1,MIR3180-4,5.358019886,6.493158304,4.894698083,0.4884831344,0.3226116935,1.51415198,0.1299872978,0.2920295339
ENSG00000196369.6,SRGAP2B,134.7387094,105.4239032,146.7039364,-0.4265716517,0.2818229456,-1.513615759,0.1301233219,0.2922973635
ENSG00000228253.1,MT-ATP8,23363.74696,19166.74828,25076.80764,-0.3911580318,0.2584289362,-1.513599977,0.130127327,0.2922973635
ENSG00000256342.1,RP3-446N13.1,3.677852943,3.221405731,3.864157927,-0.5207990149,0.3440900597,-1.513554374,0.1301389005,0.292299984
ENSG00000026751.12,SLAMF7,3.089054589,4.808387712,2.387285967,0.6295649712,0.4159733091,1.51347444,0.1301591888,0.2923221763
ENSG00000165813.12,C10orf118,919.8486261,999.5799836,887.3052149,0.1986503173,0.1312603385,1.513407016,0.1301763039,0.2923372389
ENSG00000064687.8,ABCA7,966.5764516,1016.393262,946.2430594,0.2838274256,0.1875566928,1.51328871,0.1302063393,0.292381312
ENSG00000091129.15,NRCAM,13597.33223,12536.72515,14030.23308,-0.2152030688,0.1422338798,-1.513022559,0.1302739287,0.2924590127
ENSG00000224810.1,RP11-538D16.2,1.508608565,2.329889481,1.173391864,0.6518288438,0.4308152301,1.513012536,0.1302764746,0.2924590127
ENSG00000244731.3,C4A,286.5366669,272.9775506,292.0710001,0.5262851324,0.3478381225,1.513017402,0.1302752386,0.2924590127
ENSG00000248202.1,RP11-455B3.1,5.070528388,4.311297432,5.380418574,-0.5622916469,0.3716430526,-1.512988452,0.1302825922,0.2924590127
ENSG00000237094.6,RP4-669L17.10,92.97496781,68.20375057,103.0856687,-0.3077179055,0.203438067,-1.512587639,0.130384436,0.2926642414
ENSG00000248677.1,CTD-2044J15.1,11.30673608,9.764115472,11.93637715,-0.4155190549,0.2747315388,-1.512454874,0.1304181841,0.2927166004
ENSG00000064607.12,SUGP2,5660.780777,5121.782854,5880.779929,-0.1631093446,0.1078693519,-1.512100905,0.1305081947,0.2928059157
ENSG00000108591.5,DRG2,997.7222114,938.718964,1021.805169,-0.1213799089,0.08026970579,-1.512150914,0.1304954751,0.2928059157
ENSG00000146416.12,AIG1,1521.097674,1496.880597,1530.982196,-0.1114489982,0.07369774705,-1.512244304,0.1304717241,0.2928059157
ENSG00000166862.6,CACNG2,304.1387774,265.7529693,319.8064542,-0.3427156748,0.2266520417,-1.512078481,0.1305138986,0.2928059157
ENSG00000188342.7,GTF2F2,690.3989422,756.0467698,663.6039105,0.1794236373,0.1186642477,1.512027766,0.1305267992,0.2928059157
ENSG00000238329.1,snoU13,1.867401301,1.189547961,2.144076133,-0.6480087615,0.4285739811,-1.512011438,0.1305309528,0.2928059157
ENSG00000260262.1,RP11-440L14.3,1.335703596,0.8915768326,1.516979827,-0.6509207892,0.4304779067,-1.512088725,0.1305112927,0.2928059157
ENSG00000118513.14,MYB,18.8184096,15.56243738,20.14737786,-0.4817250684,0.318632307,-1.511852558,0.1305713754,0.2928375906
ENSG00000168412.5,MTNR1A,1.522266727,0.9417174879,1.7592256,-0.6985319711,0.4620430763,-1.511833002,0.1305763515,0.2928375906
ENSG00000223612.2,RP11-289I10.2,1.450988805,2.181191755,1.152946784,0.6395878542,0.4230503637,1.511848019,0.1305725304,0.2928375906
ENSG00000259577.1,RP11-430B1.2,95.97584804,95.2681381,96.26470924,-0.3054414866,0.2020497237,-1.511714448,0.1306065214,0.2928818655
ENSG00000267128.1,RNF157-AS1,76.04122768,78.41039134,75.0742221,0.3055581557,0.2021586516,1.511477017,0.1306669599,0.2929940047
ENSG00000106100.6,NOD1,198.6738168,218.8520619,190.4377983,0.2229556173,0.1475249628,1.511307734,0.1307100643,0.2930455779
ENSG00000231943.3,RP11-395L14.4,3.620564792,5.354316625,2.912910983,0.5849357913,0.387040268,1.511304739,0.1307108271,0.2930455779
ENSG00000114126.13,TFDP2,506.5018833,547.6735088,489.6971381,0.2001286216,0.132436576,1.511128025,0.1307558357,0.2931201012
ENSG00000205339.5,IPO7,3866.508504,4145.233162,3752.743338,0.1409167102,0.09325486707,1.511092285,0.1307649399,0.2931201012
ENSG00000265791.1,CTD-2349P21.10,20.82952804,15.31434485,23.08062322,-0.3656937421,0.2420627123,-1.51073967,0.1308547911,0.293298102
ENSG00000237202.1,AJ239321.3,0.7326441372,0.4956168069,0.8293899864,-0.6932282975,0.4589277859,-1.510538954,0.1309059576,0.2933893736
ENSG00000108179.9,PPIF,1645.785967,1494.90755,1707.368994,-0.1708992706,0.1131415823,-1.510490371,0.1309183446,0.2933937241
ENSG00000117600.8,LPPR4,2905.298934,2651.754516,3008.786451,-0.283614386,0.1877891222,-1.510281228,0.1309716796,0.2934664193
ENSG00000237764.2,RP11-3B12.2,3.519427051,4.857074251,2.973448603,0.5283952381,0.3498627362,1.51029299,0.1309686796,0.2934664193
ENSG00000235908.1,RHOA-IT1,2.327013338,2.924297536,2.083223869,0.6188077029,0.4097497518,1.510208853,0.1309901403,0.2934843707
ENSG00000243543.4,WFDC6,0.77574703,1.238417973,0.5869017473,0.7245728721,0.4798179529,1.510099544,0.1310180257,0.2935234338
ENSG00000268863.1,AC135048.1,11.95257086,12.64083568,11.67164644,0.4044945894,0.2678959077,1.509894619,0.131070316,0.2936171611
ENSG00000206897.1,SNORA9,2.054079867,1.486970831,2.285552942,-0.6121121095,0.4054493617,-1.509712845,0.1311167122,0.2936976708
ENSG00000235832.2,CNN2P3,2.715389095,1.784298333,3.095426141,-0.6046175497,0.4004966591,-1.509669397,0.1311278039,0.2936990932
ENSG00000099284.9,H2AFY2,394.6430519,385.7428621,398.2757825,-0.1435816178,0.09511738364,-1.509520261,0.1311658815,0.2937609533
ENSG00000072778.15,ACADVL,7839.977616,8216.254526,7686.395205,0.1775774771,0.1176468168,1.509411661,0.1311936149,0.2937996381
ENSG00000248206.1,RP11-739P1.2,2.096208299,1.189539274,2.466277289,-0.6686228566,0.4430388387,-1.509174362,0.1312542303,0.2939119482
ENSG00000174353.12,STAG3L3,63.06900569,54.37103578,66.61919749,-0.2833837143,0.1877792794,-1.509131973,0.1312650604,0.2939127671
ENSG00000181826.5,RELL1,62.71583694,62.60162516,62.76245399,0.4176429065,0.276763548,1.509024254,0.1312925848,0.2939509629
ENSG00000113597.13,TRAPPC13,1100.656047,1047.018404,1122.548962,-0.156012072,0.1034041591,-1.508760125,0.1313600942,0.29407689
ENSG00000176393.6,RNPEP,650.4329784,669.7649696,642.5423698,0.1276331416,0.08459913937,1.508681324,0.1313802405,0.29407689
ENSG00000232818.2,RPS2P32,13.73362597,11.35174013,14.70582428,-0.3282824867,0.2175933095,-1.508697522,0.1313760992,0.29407689
ENSG00000108187.10,PBLD,210.694663,190.4009913,218.9777942,-0.2560435414,0.1697459578,-1.508392569,0.1314540837,0.2942187306
ENSG00000120798.11,NR2C1,1037.301404,1088.596951,1016.364446,0.1687932614,0.111910011,1.508294566,0.1314791534,0.2942356475
ENSG00000236165.1,PRADC1P1,1.091825777,0.5450797223,1.314987432,-0.7102126184,0.4708810782,-1.508263235,0.1314871687,0.2942356475
ENSG00000260261.1,RP11-480A16.1,229.0806652,219.1700971,233.125795,0.2494371781,0.1653829297,1.50824017,0.1314930696,0.2942356475
ENSG00000231160.4,RP11-617D20.1,197.2999039,165.0393038,210.4674958,-0.2400942022,0.1591992813,-1.508136219,0.1315196671,0.2942717191
ENSG00000270933.1,CTD-2227E11.1,1.651997785,2.329790467,1.375347711,0.6736130981,0.4466653583,1.508093443,0.1315306132,0.2942727682
ENSG00000117115.8,PADI2,4654.988391,3421.722969,5158.362032,-0.3142151133,0.2083850142,-1.507858492,0.131590748,0.2943741122
ENSG00000167110.11,GOLGA2,2175.564349,2082.465494,2213.563882,-0.1250859948,0.08295737303,-1.507834569,0.1315968723,0.2943741122
ENSG00000238328.1,snoU13,1.0776118,1.635908212,0.8497357138,0.6951051516,0.4610335231,1.507710648,0.1316285992,0.2944216346
ENSG00000109180.10,OCIAD1,7338.18136,7248.280353,7374.875649,-0.1360552833,0.09026525192,-1.50728304,0.131738123,0.2946196878
ENSG00000258634.2,RP4-773N10.4,257.0333054,256.4886971,257.2555945,0.2003960502,0.1329491913,1.507313044,0.1317304356,0.2946196878
ENSG00000265130.1,CTB-58E17.2,3.605403351,3.419864087,3.681133662,-0.5356302065,0.3553730294,-1.507233701,0.1317507646,0.2946245005
ENSG00000128694.7,OSGEPL1,324.5337957,340.605064,317.9740944,0.1540416869,0.1022051358,1.507181471,0.1317641483,0.2946309716
ENSG00000116147.11,TNR,449.6313036,343.4661641,492.9640136,-0.471200248,0.3126524187,-1.507105718,0.1317835613,0.2946509224
ENSG00000103522.11,IL21R,12.67100588,11.89667363,12.98705986,0.4436969437,0.2944284382,1.506977201,0.1318165012,0.2946801081
ENSG00000104221.8,BRF2,190.4653181,174.6664526,196.9138346,-0.2234334597,0.1482798038,-1.506836764,0.1318525035,0.2946801081
ENSG00000108947.4,EFNB3,1873.062613,1673.036779,1954.705811,-0.2949510189,0.1957454298,-1.506809223,0.1318595649,0.2946801081
ENSG00000116977.14,LGALS8,1883.007165,1984.901622,1841.41759,0.1181391308,0.07839930545,1.506890018,0.1318388505,0.2946801081
ENSG00000214514.3,KRT42P,2.356076276,3.271223268,1.982546891,0.6088470564,0.4040206122,1.506970283,0.1318182745,0.2946801081
ENSG00000255819.2,KLRC4-KLRK1,10.22635641,12.48813494,9.303181496,0.4383329874,0.290900845,1.506812355,0.1318587617,0.2946801081
ENSG00000167280.11,ENGASE,1130.815041,1122.378205,1134.258648,0.1930669398,0.1281341291,1.506756562,0.1318730676,0.2946868366
ENSG00000153253.10,SCN3A,1519.982138,1734.7196,1432.334195,0.2481931379,0.1647300997,1.506665378,0.1318964503,0.2947156404
ENSG00000148516.16,ZEB1,2117.134897,2321.765246,2033.612306,0.1706907074,0.1132966531,1.50658208,0.1319178135,0.2947399274
ENSG00000122223.8,CD244,13.00140627,12.19375432,13.33106013,-0.4091304647,0.2715943887,-1.506402495,0.1319638807,0.2947959529
ENSG00000197705.5,KLHL14,82.36206701,76.02633366,84.94808063,-0.3831289342,0.2543331017,-1.506406094,0.1319629573,0.2947959529
ENSG00000224764.1,RP11-54O15.3,2.270124467,1.537135653,2.569303575,-0.6195796461,0.4113573809,-1.50618337,0.1320201073,0.2948981036
ENSG00000204991.6,SPIRE2,1269.705132,1160.045114,1314.464324,-0.1966289475,0.1306032779,-1.50554374,0.1321843403,0.2952414765
ENSG00000212128.2,TAS2R13,0.9482076025,0.5947820934,1.092462912,-0.7227955605,0.4801203989,-1.505446472,0.132209329,0.2952503318
ENSG00000250260.1,RP11-325L7.2,2.025284762,1.288773275,2.325901696,-0.6289811463,0.4178011363,-1.505455806,0.1322069309,0.2952503318
ENSG00000149218.4,ENDOD1,3165.3353,2750.259062,3334.754173,-0.2311707514,0.1535677301,-1.505334169,0.1322381848,0.29526841
ENSG00000233324.1,EEF1A1P34,1.910617365,2.626433976,1.618447319,0.6890419313,0.4577338488,1.505333139,0.1322384495,0.29526841
ENSG00000255670.1,RP11-253I19.3,14.39159176,10.06091489,16.15921498,-0.4347937159,0.2888641839,-1.50518389,0.1322768059,0.295305217
ENSG00000260815.3,RP11-24M17.3,1.307154316,0.8427896644,1.496690909,-0.6641664743,0.4412595429,-1.505160591,0.1322827944,0.295305217
ENSG00000262312.1,LA16c-390H2.4,1.637715273,1.040892397,1.881316447,-0.6044539206,0.4015914818,-1.505146269,0.1322864756,0.295305217
ENSG00000202220.1,Y_RNA,1.810025647,2.18055853,1.658787736,0.6529396762,0.4338345791,1.505042953,0.1323130339,0.2953410303
ENSG00000255692.1,RP1-127H14.3,8.721056529,5.64985302,9.974608981,-0.5086508865,0.3380147742,-1.504818503,0.1323707454,0.2954463705
ENSG00000186842.4,LINC00846,78.52570358,80.94484735,77.53829797,0.1944268911,0.1292074569,1.504765249,0.1323844409,0.2954534599
ENSG00000102144.9,PGK1,10343.99654,9887.611025,10530.27634,-0.1873202606,0.1244930211,-1.504664751,0.1324102898,0.2954876696
ENSG00000255239.1,AP002954.6,1.005476337,0.5454316689,1.19324967,-0.7330242688,0.4872057376,-1.504547693,0.1324404028,0.2955313889
ENSG00000255020.1,AF131216.5,65.32194051,54.18249922,69.86865124,-0.2873197011,0.1909828929,-1.504426374,0.1324716177,0.2955775601
ENSG00000160917.10,CPSF4,1145.192919,1113.779057,1158.014903,-0.1521588495,0.101154738,-1.50421871,0.1325250618,0.2956733189
ENSG00000169860.4,P2RY1,97.7856849,115.0385384,90.74370388,0.5347066361,0.3554852457,1.504159856,0.1325402113,0.295683631
ENSG00000107789.11,MINPP1,453.8535001,490.3563019,438.9543974,0.1971434457,0.131074219,1.504059664,0.132566005,0.2957176859
ENSG00000189181.3,OR14I1,52.86525059,40.19331091,58.03747087,-0.4468782045,0.2971546186,-1.503857509,0.1326180598,0.2957868218
ENSG00000265474.1,AC010761.9,3.332281511,2.131326859,3.822467083,-0.6162958215,0.4098059492,-1.503872315,0.1326142467,0.2957868218
ENSG00000100319.11,ZMAT5,275.9274663,302.1306625,265.2322842,0.166640545,0.1108141458,1.503784051,0.1326369792,0.2958055291
ENSG00000258568.1,RHOQP1,3.404612714,3.865926925,3.2163212,0.5006582587,0.332986697,1.503538319,0.1327002832,0.2959232119
ENSG00000268743.1,CTD-2538G9.5,10.31332616,7.037618245,11.6503498,-0.4593775497,0.3055440968,-1.503473818,0.1327169036,0.2959367792
ENSG00000266490.1,CTD-2349P21.9,109.0909833,94.86433375,114.8977791,-0.2170376026,0.1443625451,-1.503420451,0.1327306562,0.2959439503
ENSG00000165917.5,RAPSN,6.321409573,6.642556837,6.190329057,0.4945586841,0.3289675194,1.503366305,0.1327446106,0.2959468391
ENSG00000263244.1,RP11-473I1.10,2733.61521,2604.639043,2786.258544,-0.1215445366,0.080850007,-1.503333656,0.1327530255,0.2959468391
ENSG00000196542.4,SPTSSB,794.401554,696.8561968,834.2159856,-0.2957340676,0.1967270357,-1.503271101,0.1327691492,0.2959592931
ENSG00000256943.1,RP13-895J2.2,26.91510644,19.8754928,29.78841812,-0.4568450142,0.3039270153,-1.503140528,0.1328028098,0.2960108339
ENSG00000198483.8,ANKRD35,479.164711,499.9267415,470.6904128,0.1919315499,0.1276922091,1.503079564,0.1328185281,0.2960223772
ENSG00000140553.12,UNC45A,1380.378517,1241.82251,1436.931989,-0.147896332,0.09840101053,-1.502996069,0.1328400576,0.2960435359
ENSG00000170703.11,TTLL6,50.58837622,39.95284032,54.92941128,-0.3553062666,0.236404183,-1.502960997,0.132849102,0.2960435359
ENSG00000140993.6,TIGD7,149.0455664,163.4124868,143.1815173,0.1691525908,0.112554068,1.502856305,0.1328761029,0.296056727
ENSG00000184055.4,OR7E87P,0.8043961644,0.3965886541,0.9708482095,-0.732020099,0.4870747387,-1.502890708,0.1328672295,0.296056727
ENSG00000126458.3,RRAS,330.4238867,400.7254036,301.72939,0.2976179324,0.198063431,1.502639487,0.1329320349,0.2961578539
ENSG00000268521.1,VN1R83P,31.2947248,19.72401179,36.0174648,-0.4976056204,0.3311647314,-1.502592436,0.1329441752,0.2961614093
ENSG00000237861.1,RP11-332L8.1,1.005485228,0.7929220203,1.092245721,-0.697560716,0.4643181659,-1.502333458,0.1330110119,0.2962868023
ENSG00000198182.8,ZNF607,332.6745333,303.3360108,344.6494405,-0.1305193575,0.08688927142,-1.50213433,0.1330624205,0.2963778116
ENSG00000147408.10,CSGALNACT1,1953.417241,2112.71448,1888.39796,0.2313017426,0.1540010228,1.501949392,0.1331101792,0.2964371712
ENSG00000226070.1,RP11-552E20.4,14.59617418,14.1745142,14.7682803,0.4078504558,0.2715464609,1.501954599,0.1331088345,0.2964371712
ENSG00000165478.6,HEPACAM,2007.763385,1843.41222,2074.845493,0.3221991838,0.2145372607,1.501833214,0.1331401881,0.2964804934
ENSG00000014914.15,MTMR11,393.2965343,395.0449949,392.5828769,0.1799066919,0.1198242318,1.501421618,0.133246546,0.2966040746
ENSG00000141569.6,TRIM65,772.7510608,795.2057465,763.5858829,0.1559455129,0.1038627807,1.501457133,0.1332373661,0.2966040746
ENSG00000188677.9,PARVB,454.0517036,418.47132,468.5743092,-0.1938434818,0.1290978234,-1.501524012,0.1332200809,0.2966040746
ENSG00000234500.1,GS1-124K5.10,25.88519308,19.92350725,28.31853423,-0.2914452671,0.194098821,-1.501530332,0.1332184475,0.2966040746
ENSG00000264424.1,MYH4,2.571086101,1.437623885,3.03372374,-0.6687283887,0.4453990291,-1.501414114,0.1332484856,0.2966040746
ENSG00000095261.9,PSMD5,770.2395706,785.9318927,763.8345411,0.1215401486,0.08096559708,1.501133235,0.1333211043,0.2967422028
ENSG00000120949.10,TNFRSF8,4.49638751,5.502613531,4.085683012,0.6612368513,0.4405727223,1.500857447,0.1333924363,0.2967833775
ENSG00000146285.9,SCML4,10.64457617,10.16086799,10.84200809,-0.4280159437,0.2851652613,-1.500939987,0.1333710843,0.2967833775
ENSG00000182759.3,MAFA,3.247092026,4.1642819,2.872728812,0.5326685224,0.3548907072,1.5009368,0.1333719088,0.2967833775
ENSG00000247400.2,DNAJC3-AS1,212.7559936,233.4741403,204.2996071,0.2041305286,0.1360061979,1.500891369,0.1333836608,0.2967833775
ENSG00000266783.1,RP11-715F3.2,5.588407394,6.245403832,5.320245583,0.4425472828,0.2948619465,1.500862651,0.13339109,0.2967833775
ENSG00000103832.10,GOLGA8UP,1.235030061,0.6443449586,1.476126022,-0.699134963,0.465845214,-1.50078812,0.1334103723,0.2967997725
ENSG00000163501.5,IHH,3.591503682,4.559360341,3.196460148,0.4854628289,0.3234857801,1.500723861,0.1334269988,0.2968132516
ENSG00000129933.14,MAU2,2159.892179,1793.210701,2309.558088,-0.1898843166,0.126534388,-1.50065385,0.1334451154,0.2968300432
ENSG00000196368.4,NUDT11,1352.08951,1584.57339,1257.198131,0.2601462071,0.1733651279,1.500568252,0.1334672679,0.2968364286
ENSG00000214558.3,RP11-74E24.2,1.206467331,1.635724881,1.031260167,0.6382417928,0.425335429,1.500561085,0.133469123,0.2968364286
ENSG00000234183.1,AC004854.4,1.737900204,1.090739317,2.002047505,-0.6796995908,0.4530229516,-1.500364581,0.1335199891,0.2969260439
ENSG00000171502.10,COL24A1,649.2072898,549.7553801,689.799906,-0.3367683092,0.2244923266,-1.50013283,0.1335799984,0.2970359762
ENSG00000105700.6,KXD1,1533.347802,1469.72121,1559.317839,-0.1204106834,0.08027359335,-1.500003655,0.1336134557,0.2970868533
ENSG00000172888.7,ZNF621,589.1017977,607.208393,581.7113506,0.261997244,0.1746741293,1.499920137,0.1336350911,0.2970981749
ENSG00000263406.1,RN7SL821P,1.666152423,1.784347693,1.617909456,0.6572149065,0.4381718004,1.499902335,0.1336397031,0.2970981749
ENSG00000147044.15,CASK,1157.32573,1109.442036,1176.870095,-0.1087084421,0.07248707171,-1.499694215,0.1336936297,0.2971710175
ENSG00000181915.3,ADO,1578.803737,1534.116515,1597.04342,-0.1624679816,0.1083340587,-1.499694404,0.1336935809,0.2971710175
ENSG00000007264.9,MATK,1846.162484,1722.220229,1896.75116,-0.2848093498,0.1899246839,-1.499591017,0.1337203761,0.2972069482
ENSG00000174460.3,ZCCHC12,1147.522919,1039.98352,1191.416552,-0.3226007798,0.2151452889,-1.499455468,0.1337555132,0.2972615208
ENSG00000231611.1,AP006216.11,127.2894936,116.1733683,131.8266876,-0.1758794915,0.1173105338,-1.499264267,0.1338050884,0.2973313714
ENSG00000261335.1,RP11-318A15.2,5.731595938,4.263341984,6.330883267,-0.4572987538,0.3050178171,-1.499252595,0.1338081153,0.2973313714
ENSG00000269946.1,RP11-2B6.3,10.04127899,12.04247465,9.22446443,0.4496487647,0.2999572964,1.499042597,0.1338625816,0.2974288688
ENSG00000236144.2,AD000090.2,334.380679,270.9272633,360.2800324,-0.1983803709,0.1323434407,-1.498981513,0.1338784281,0.2974405482
ENSG00000257467.1,RP11-121G22.3,23.19643017,18.23817023,25.22020974,-0.4173407292,0.27846354,-1.498726653,0.1339445594,0.2975639357
ENSG00000238045.5,AC009133.14,75.82453057,85.16174851,72.0134212,0.2118837555,0.141383588,1.498644634,0.1339658471,0.2975876896
ENSG00000197727.1,AL022341.1,5.041518221,3.172707469,5.804298119,-0.496339598,0.3312238775,-1.498501864,0.1340029086,0.2976464763
ENSG00000100219.12,XBP1,810.5632711,899.0567808,774.4434712,0.1953474851,0.1303670522,1.498442143,0.134018414,0.2976545652
ENSG00000205669.2,ACOT6,8.562339262,9.219623587,8.294059945,0.4845693851,0.3233898683,1.498406204,0.1340277454,0.2976545652
ENSG00000078725.8,DBC1,2618.445016,2492.244335,2669.955498,-0.2033638867,0.135746467,-1.498115503,0.1341032438,0.2977516053
ENSG00000255236.2,CTD-2655K5.1,4.079792572,3.173155891,4.44984836,-0.5330426382,0.3557988125,-1.49815744,0.1340923502,0.2977516053
ENSG00000256287.1,RP11-664H17.1,0.8618302001,0.3962808029,1.051850362,-0.7221609971,0.4820370327,-1.498144226,0.1340957828,0.2977516053
ENSG00000166391.9,MOGAT2,0.5457050207,0.8922368733,0.4042634482,0.7380781789,0.4927281357,1.49794202,0.1341483151,0.2978080685
ENSG00000240907.1,BX255923.3,108.358128,87.88691999,116.7137231,-0.444498489,0.2967406417,-1.497935997,0.1341498801,0.2978080685
ENSG00000226669.2,RP11-509J21.4,3.936177373,5.055780051,3.479196688,0.5454075373,0.3641689217,1.497677327,0.1342171053,0.2979337578
ENSG00000166197.12,NOLC1,2694.143044,2559.107367,2749.259646,-0.1393169221,0.09306417793,-1.496998363,0.1343936839,0.2983021495
